City,Datetime,AQI,year
Bangalore,2015-04-03,215.4,2015
Delhi,2015-04-04,400.4,2015
Mumbai,2015-04-04,261.4,2015
Chennai,2015-04-04,283.0,2015
Kolkata,2015-04-04,284.8,2015
Bangalore,2015-04-04,435.6,2015
Delhi,2015-04-05,315.7,2015
Mumbai,2015-04-05,202.0,2015
Chennai,2015-04-05,251.4,2015
Kolkata,2015-04-05,99.5,2015
Bangalore,2015-04-05,181.8,2015
Delhi,2015-04-06,467.2,2015
Mumbai,2015-04-06,281.0,2015
Chennai,2015-04-06,307.0,2015
Kolkata,2015-04-06,247.3,2015
Bangalore,2015-04-06,392.7,2015
Delhi,2015-04-07,479.2,2015
Mumbai,2015-04-07,236.2,2015
Chennai,2015-04-07,343.9,2015
Kolkata,2015-04-07,211.8,2015
Bangalore,2015-04-07,455.1,2015
Delhi,2015-04-08,134.2,2015
Mumbai,2015-04-08,437.5,2015
Chennai,2015-04-08,453.3,2015
Kolkata,2015-04-08,135.7,2015
Bangalore,2015-04-08,96.6,2015
Delhi,2015-04-09,198.1,2015
Mumbai,2015-04-09,270.7,2015
Chennai,2015-04-09,421.2,2015
Kolkata,2015-04-09,337.4,2015
Bangalore,2015-04-09,453.9,2015
Delhi,2015-04-10,37.9,2015
Mumbai,2015-04-10,205.6,2015
Chennai,2015-04-10,68.0,2015
Kolkata,2015-04-10,233.5,2015
Bangalore,2015-04-10,128.7,2015
Delhi,2015-04-11,452.2,2015
Mumbai,2015-04-11,137.2,2015
Chennai,2015-04-11,208.4,2015
Kolkata,2015-04-11,280.3,2015
Bangalore,2015-04-11,408.0,2015
Delhi,2015-04-12,397.7,2015
Mumbai,2015-04-12,198.6,2015
Chennai,2015-04-12,473.5,2015
Kolkata,2015-04-12,370.4,2015
Bangalore,2015-04-12,112.3,2015
Delhi,2015-04-13,165.5,2015
Mumbai,2015-04-13,24.5,2015
Chennai,2015-04-13,459.1,2015
Kolkata,2015-04-13,114.3,2015
Bangalore,2015-04-13,74.3,2015
Delhi,2015-04-14,75.9,2015
Mumbai,2015-04-14,56.1,2015
Chennai,2015-04-14,105.6,2015
Kolkata,2015-04-14,76.6,2015
Bangalore,2015-04-14,397.1,2015
Delhi,2015-04-15,458.0,2015
Mumbai,2015-04-15,360.9,2015
Chennai,2015-04-15,168.2,2015
Kolkata,2015-04-15,253.3,2015
Bangalore,2015-04-15,387.8,2015
Delhi,2015-04-16,105.8,2015
Mumbai,2015-04-16,468.4,2015
Chennai,2015-04-16,175.4,2015
Kolkata,2015-04-16,175.8,2015
Bangalore,2015-04-16,478.1,2015
Delhi,2015-04-17,37.1,2015
Mumbai,2015-04-17,105.7,2015
Chennai,2015-04-17,232.1,2015
Kolkata,2015-04-17,192.9,2015
Bangalore,2015-04-17,146.0,2015
Delhi,2015-04-18,379.0,2015
Mumbai,2015-04-18,280.3,2015
Chennai,2015-04-18,135.6,2015
Kolkata,2015-04-18,103.2,2015
Bangalore,2015-04-18,360.4,2015
Delhi,2015-04-19,118.1,2015
Mumbai,2015-04-19,38.5,2015
Chennai,2015-04-19,492.9,2015
Kolkata,2015-04-19,43.9,2015
Bangalore,2015-04-19,69.2,2015
Delhi,2015-04-20,269.1,2015
Mumbai,2015-04-20,231.8,2015
Chennai,2015-04-20,113.1,2015
Kolkata,2015-04-20,305.8,2015
Bangalore,2015-04-20,44.1,2015
Delhi,2015-04-21,198.4,2015
Mumbai,2015-04-21,131.7,2015
Chennai,2015-04-21,345.5,2015
Kolkata,2015-04-21,43.5,2015
Bangalore,2015-04-21,321.2,2015
Delhi,2015-04-22,40.4,2015
Mumbai,2015-04-22,406.9,2015
Chennai,2015-04-22,142.8,2015
Kolkata,2015-04-22,262.9,2015
Bangalore,2015-04-22,138.1,2015
Delhi,2015-04-23,252.3,2015
Mumbai,2015-04-23,267.2,2015
Chennai,2015-04-23,279.4,2015
Kolkata,2015-04-23,72.1,2015
Bangalore,2015-04-23,212.4,2015
Delhi,2015-04-24,256.2,2015
Mumbai,2015-04-24,149.8,2015
Chennai,2015-04-24,309.0,2015
Kolkata,2015-04-24,344.3,2015
Bangalore,2015-04-24,448.5,2015
Delhi,2015-04-25,181.9,2015
Mumbai,2015-04-25,368.0,2015
Chennai,2015-04-25,262.7,2015
Kolkata,2015-04-25,74.7,2015
Bangalore,2015-04-25,67.0,2015
Delhi,2015-04-26,12.9,2015
Mumbai,2015-04-26,278.5,2015
Chennai,2015-04-26,285.3,2015
Kolkata,2015-04-26,186.0,2015
Bangalore,2015-04-26,273.6,2015
Delhi,2015-04-27,149.5,2015
Mumbai,2015-04-27,222.4,2015
Chennai,2015-04-27,131.1,2015
Kolkata,2015-04-27,234.3,2015
Bangalore,2015-04-27,185.8,2015
Delhi,2015-04-28,149.9,2015
Mumbai,2015-04-28,474.9,2015
Chennai,2015-04-28,383.5,2015
Kolkata,2015-04-28,33.6,2015
Bangalore,2015-04-28,40.6,2015
Delhi,2015-04-29,392.8,2015
Mumbai,2015-04-29,422.2,2015
Chennai,2015-04-29,495.6,2015
Kolkata,2015-04-29,200.2,2015
Bangalore,2015-04-29,395.5,2015
Delhi,2015-04-30,106.3,2015
Mumbai,2015-04-30,436.7,2015
Chennai,2015-04-30,124.5,2015
Kolkata,2015-04-30,386.3,2015
Bangalore,2015-04-30,397.5,2015
Delhi,2015-05-01,139.2,2015
Mumbai,2015-05-01,264.7,2015
Chennai,2015-05-01,69.9,2015
Kolkata,2015-05-01,390.8,2015
Bangalore,2015-05-01,338.0,2015
Delhi,2015-05-02,288.3,2015
Mumbai,2015-05-02,149.1,2015
Chennai,2015-05-02,90.6,2015
Kolkata,2015-05-02,253.9,2015
Bangalore,2015-05-02,261.1,2015
Delhi,2015-05-03,481.3,2015
Mumbai,2015-05-03,208.5,2015
Chennai,2015-05-03,327.3,2015
Kolkata,2015-05-03,319.2,2015
Bangalore,2015-05-03,363.5,2015
Delhi,2015-05-04,339.7,2015
Mumbai,2015-05-04,14.8,2015
Chennai,2015-05-04,33.9,2015
Kolkata,2015-05-04,16.4,2015
Bangalore,2015-05-04,236.3,2015
Delhi,2015-05-05,420.3,2015
Mumbai,2015-05-05,488.5,2015
Chennai,2015-05-05,492.2,2015
Kolkata,2015-05-05,310.1,2015
Bangalore,2015-05-05,59.7,2015
Delhi,2015-05-06,482.3,2015
Mumbai,2015-05-06,156.6,2015
Chennai,2015-05-06,272.9,2015
Kolkata,2015-05-06,408.4,2015
Bangalore,2015-05-06,416.8,2015
Delhi,2015-05-07,356.1,2015
Mumbai,2015-05-07,70.3,2015
Chennai,2015-05-07,346.3,2015
Kolkata,2015-05-07,228.5,2015
Bangalore,2015-05-07,245.6,2015
Delhi,2015-05-08,278.3,2015
Mumbai,2015-05-08,228.0,2015
Chennai,2015-05-08,54.8,2015
Kolkata,2015-05-08,382.6,2015
Bangalore,2015-05-08,386.8,2015
Delhi,2015-05-09,81.5,2015
Mumbai,2015-05-09,131.1,2015
Chennai,2015-05-09,120.7,2015
Kolkata,2015-05-09,383.2,2015
Bangalore,2015-05-09,119.5,2015
Delhi,2015-05-10,440.0,2015
Mumbai,2015-05-10,464.4,2015
Chennai,2015-05-10,192.2,2015
Kolkata,2015-05-10,86.6,2015
Bangalore,2015-05-10,409.1,2015
Delhi,2015-05-11,193.1,2015
Mumbai,2015-05-11,411.7,2015
Chennai,2015-05-11,385.9,2015
Kolkata,2015-05-11,282.9,2015
Bangalore,2015-05-11,157.8,2015
Delhi,2015-05-12,18.5,2015
Mumbai,2015-05-12,400.2,2015
Chennai,2015-05-12,449.1,2015
Kolkata,2015-05-12,487.9,2015
Bangalore,2015-05-12,80.5,2015
Delhi,2015-05-13,442.7,2015
Mumbai,2015-05-13,379.9,2015
Chennai,2015-05-13,6.2,2015
Kolkata,2015-05-13,190.9,2015
Bangalore,2015-05-13,163.2,2015
Delhi,2015-05-14,43.9,2015
Mumbai,2015-05-14,265.7,2015
Chennai,2015-05-14,456.6,2015
Kolkata,2015-05-14,276.9,2015
Bangalore,2015-05-14,421.0,2015
Delhi,2015-05-15,28.9,2015
Mumbai,2015-05-15,213.2,2015
Chennai,2015-05-15,488.9,2015
Kolkata,2015-05-15,208.3,2015
Bangalore,2015-05-15,370.8,2015
Delhi,2015-05-16,272.4,2015
Mumbai,2015-05-16,341.6,2015
Chennai,2015-05-16,464.3,2015
Kolkata,2015-05-16,317.6,2015
Bangalore,2015-05-16,184.0,2015
Delhi,2015-05-17,125.7,2015
Mumbai,2015-05-17,122.1,2015
Chennai,2015-05-17,276.6,2015
Kolkata,2015-05-17,110.0,2015
Bangalore,2015-05-17,29.0,2015
Delhi,2015-05-18,47.8,2015
Mumbai,2015-05-18,124.5,2015
Chennai,2015-05-18,60.9,2015
Kolkata,2015-05-18,157.5,2015
Bangalore,2015-05-18,23.6,2015
Delhi,2015-05-19,331.4,2015
Mumbai,2015-05-19,429.1,2015
Chennai,2015-05-19,90.4,2015
Kolkata,2015-05-19,361.0,2015
Bangalore,2015-05-19,386.5,2015
Delhi,2015-05-20,404.5,2015
Mumbai,2015-05-20,308.5,2015
Chennai,2015-05-20,462.0,2015
Kolkata,2015-05-20,275.3,2015
Bangalore,2015-05-20,415.1,2015
Delhi,2015-05-21,225.0,2015
Mumbai,2015-05-21,293.7,2015
Chennai,2015-05-21,421.0,2015
Kolkata,2015-05-21,258.3,2015
Bangalore,2015-05-21,465.9,2015
Delhi,2015-05-22,463.8,2015
Mumbai,2015-05-22,457.5,2015
Chennai,2015-05-22,458.9,2015
Kolkata,2015-05-22,410.3,2015
Bangalore,2015-05-22,155.6,2015
Delhi,2015-05-23,407.5,2015
Mumbai,2015-05-23,51.2,2015
Chennai,2015-05-23,72.4,2015
