City,Datetime,AQI,year
Mumbai,2021-01-15,433.7,2021
Chennai,2021-01-15,288.5,2021
Kolkata,2021-01-15,358.1,2021
Bangalore,2021-01-15,73.5,2021
Delhi,2021-01-16,273.5,2021
Mumbai,2021-01-16,235.6,2021
Chennai,2021-01-16,340.0,2021
Kolkata,2021-01-16,403.2,2021
Bangalore,2021-01-16,224.5,2021
Delhi,2021-01-17,380.4,2021
Mumbai,2021-01-17,198.6,2021
Chennai,2021-01-17,121.1,2021
Kolkata,2021-01-17,304.6,2021
Bangalore,2021-01-17,268.3,2021
Delhi,2021-01-18,455.1,2021
Mumbai,2021-01-18,11.8,2021
Chennai,2021-01-18,236.2,2021
Kolkata,2021-01-18,306.9,2021
Bangalore,2021-01-18,202.2,2021
Delhi,2021-01-19,53.2,2021
Mumbai,2021-01-19,416.8,2021
Chennai,2021-01-19,480.9,2021
Kolkata,2021-01-19,155.3,2021
Bangalore,2021-01-19,48.7,2021
Delhi,2021-01-20,430.9,2021
Mumbai,2021-01-20,337.9,2021
Chennai,2021-01-20,495.3,2021
Kolkata,2021-01-20,404.4,2021
Bangalore,2021-01-20,450.3,2021
Delhi,2021-01-21,26.2,2021
Mumbai,2021-01-21,468.6,2021
Chennai,2021-01-21,425.5,2021
Kolkata,2021-01-21,432.0,2021
Bangalore,2021-01-21,271.8,2021
Delhi,2021-01-22,173.6,2021
Mumbai,2021-01-22,465.1,2021
Chennai,2021-01-22,499.4,2021
Kolkata,2021-01-22,101.6,2021
Bangalore,2021-01-22,265.6,2021
Delhi,2021-01-23,492.3,2021
Mumbai,2021-01-23,191.1,2021
Chennai,2021-01-23,236.5,2021
Kolkata,2021-01-23,150.4,2021
Bangalore,2021-01-23,0.4,2021
Delhi,2021-01-24,491.9,2021
Mumbai,2021-01-24,371.5,2021
Chennai,2021-01-24,219.9,2021
Kolkata,2021-01-24,382.9,2021
Bangalore,2021-01-24,469.6,2021
Delhi,2021-01-25,246.5,2021
Mumbai,2021-01-25,368.2,2021
Chennai,2021-01-25,225.9,2021
Kolkata,2021-01-25,253.3,2021
Bangalore,2021-01-25,45.0,2021
Delhi,2021-01-26,169.0,2021
Mumbai,2021-01-26,281.7,2021
Chennai,2021-01-26,116.1,2021
Kolkata,2021-01-26,98.5,2021
Bangalore,2021-01-26,416.6,2021
Delhi,2021-01-27,336.0,2021
Mumbai,2021-01-27,276.3,2021
Chennai,2021-01-27,240.6,2021
Kolkata,2021-01-27,416.8,2021
Bangalore,2021-01-27,392.2,2021
Delhi,2021-01-28,447.1,2021
Mumbai,2021-01-28,299.6,2021
Chennai,2021-01-28,402.4,2021
Kolkata,2021-01-28,106.1,2021
Bangalore,2021-01-28,73.9,2021
Delhi,2021-01-29,61.9,2021
Mumbai,2021-01-29,473.0,2021
Chennai,2021-01-29,53.5,2021
Kolkata,2021-01-29,266.1,2021
Bangalore,2021-01-29,172.9,2021
Delhi,2021-01-30,263.2,2021
Mumbai,2021-01-30,401.6,2021
Chennai,2021-01-30,435.9,2021
Kolkata,2021-01-30,233.6,2021
Bangalore,2021-01-30,7.9,2021
Delhi,2021-01-31,80.3,2021
Mumbai,2021-01-31,340.2,2021
Chennai,2021-01-31,221.1,2021
Kolkata,2021-01-31,40.4,2021
Bangalore,2021-01-31,241.4,2021
Delhi,2021-02-01,424.7,2021
Mumbai,2021-02-01,239.0,2021
Chennai,2021-02-01,83.1,2021
Kolkata,2021-02-01,277.6,2021
Bangalore,2021-02-01,361.8,2021
Delhi,2021-02-02,339.8,2021
Mumbai,2021-02-02,111.4,2021
Chennai,2021-02-02,168.7,2021
Kolkata,2021-02-02,477.8,2021
Bangalore,2021-02-02,413.8,2021
Delhi,2021-02-03,52.1,2021
Mumbai,2021-02-03,387.8,2021
Chennai,2021-02-03,105.1,2021
Kolkata,2021-02-03,201.5,2021
Bangalore,2021-02-03,107.8,2021
Delhi,2021-02-04,320.1,2021
Mumbai,2021-02-04,105.0,2021
Chennai,2021-02-04,466.4,2021
Kolkata,2021-02-04,16.9,2021
Bangalore,2021-02-04,104.8,2021
Delhi,2021-02-05,93.5,2021
Mumbai,2021-02-05,202.7,2021
Chennai,2021-02-05,214.2,2021
Kolkata,2021-02-05,202.8,2021
Bangalore,2021-02-05,217.8,2021
Delhi,2021-02-06,70.2,2021
Mumbai,2021-02-06,41.2,2021
Chennai,2021-02-06,244.1,2021
Kolkata,2021-02-06,30.4,2021
Bangalore,2021-02-06,52.7,2021
Delhi,2021-02-07,155.0,2021
Mumbai,2021-02-07,417.2,2021
Chennai,2021-02-07,284.6,2021
Kolkata,2021-02-07,104.4,2021
Bangalore,2021-02-07,301.3,2021
Delhi,2021-02-08,475.2,2021
Mumbai,2021-02-08,469.7,2021
Chennai,2021-02-08,262.6,2021
Kolkata,2021-02-08,208.2,2021
Bangalore,2021-02-08,240.7,2021
Delhi,2021-02-09,156.8,2021
Mumbai,2021-02-09,413.3,2021
Chennai,2021-02-09,343.7,2021
Kolkata,2021-02-09,135.8,2021
Bangalore,2021-02-09,428.5,2021
Delhi,2021-02-10,266.4,2021
Mumbai,2021-02-10,393.3,2021
Chennai,2021-02-10,188.8,2021
Kolkata,2021-02-10,118.4,2021
Bangalore,2021-02-10,288.7,2021
Delhi,2021-02-11,168.8,2021
Mumbai,2021-02-11,479.0,2021
Chennai,2021-02-11,42.7,2021
Kolkata,2021-02-11,430.7,2021
Bangalore,2021-02-11,348.4,2021
Delhi,2021-02-12,371.4,2021
Mumbai,2021-02-12,499.8,2021
Chennai,2021-02-12,350.8,2021
Kolkata,2021-02-12,108.1,2021
Bangalore,2021-02-12,278.8,2021
Delhi,2021-02-13,54.4,2021
Mumbai,2021-02-13,423.1,2021
Chennai,2021-02-13,476.2,2021
Kolkata,2021-02-13,50.2,2021
Bangalore,2021-02-13,241.9,2021
Delhi,2021-02-14,370.3,2021
Mumbai,2021-02-14,146.3,2021
Chennai,2021-02-14,256.1,2021
Kolkata,2021-02-14,285.7,2021
Bangalore,2021-02-14,254.2,2021
Delhi,2021-02-15,76.9,2021
Mumbai,2021-02-15,28.7,2021
Chennai,2021-02-15,33.7,2021
Kolkata,2021-02-15,258.7,2021
Bangalore,2021-02-15,19.5,2021
Delhi,2021-02-16,423.8,2021
Mumbai,2021-02-16,180.5,2021
Chennai,2021-02-16,292.9,2021
Kolkata,2021-02-16,161.7,2021
Bangalore,2021-02-16,100.8,2021
Delhi,2021-02-17,306.3,2021
Mumbai,2021-02-17,136.0,2021
Chennai,2021-02-17,414.2,2021
Kolkata,2021-02-17,199.4,2021
Bangalore,2021-02-17,34.0,2021
Delhi,2021-02-18,352.5,2021
Mumbai,2021-02-18,391.0,2021
Chennai,2021-02-18,180.2,2021
Kolkata,2021-02-18,346.6,2021
Bangalore,2021-02-18,481.2,2021
Delhi,2021-02-19,311.9,2021
Mumbai,2021-02-19,54.1,2021
Chennai,2021-02-19,473.9,2021
Kolkata,2021-02-19,251.4,2021
Bangalore,2021-02-19,297.6,2021
Delhi,2021-02-20,447.5,2021
Mumbai,2021-02-20,331.6,2021
Chennai,2021-02-20,94.0,2021
Kolkata,2021-02-20,126.3,2021
Bangalore,2021-02-20,230.8,2021
Delhi,2021-02-21,205.8,2021
Mumbai,2021-02-21,477.4,2021
Chennai,2021-02-21,211.5,2021
Kolkata,2021-02-21,175.7,2021
Bangalore,2021-02-21,409.5,2021
Delhi,2021-02-22,322.0,2021
Mumbai,2021-02-22,110.5,2021
Chennai,2021-02-22,137.4,2021
Kolkata,2021-02-22,99.2,2021
Bangalore,2021-02-22,338.0,2021
Delhi,2021-02-23,468.1,2021
Mumbai,2021-02-23,413.6,2021
Chennai,2021-02-23,283.1,2021
Kolkata,2021-02-23,400.7,2021
Bangalore,2021-02-23,305.7,2021
Delhi,2021-02-24,250.2,2021
Mumbai,2021-02-24,147.9,2021
Chennai,2021-02-24,264.4,2021
Kolkata,2021-02-24,498.8,2021
Bangalore,2021-02-24,291.6,2021
Delhi,2021-02-25,106.8,2021
Mumbai,2021-02-25,311.2,2021
Chennai,2021-02-25,125.0,2021
Kolkata,2021-02-25,471.6,2021
Bangalore,2021-02-25,255.8,2021
Delhi,2021-02-26,325.1,2021
Mumbai,2021-02-26,38.4,2021
Chennai,2021-02-26,449.4,2021
Kolkata,2021-02-26,475.4,2021
Bangalore,2021-02-26,367.4,2021
Delhi,2021-02-27,240.8,2021
Mumbai,2021-02-27,126.3,2021
Chennai,2021-02-27,252.4,2021
Kolkata,2021-02-27,210.8,2021
Bangalore,2021-02-27,30.6,2021
Delhi,2021-02-28,249.0,2021
Mumbai,2021-02-28,136.5,2021
Chennai,2021-02-28,497.7,2021
Kolkata,2021-02-28,319.6,2021
Bangalore,2021-02-28,489.3,2021
Delhi,2021-03-01,160.5,2021
Mumbai,2021-03-01,344.6,2021
Chennai,2021-03-01,454.0,2021
Kolkata,2021-03-01,341.4,2021
Bangalore,2021-03-01,467.2,2021
Delhi,2021-03-02,457.4,2021
Mumbai,2021-03-02,485.1,2021
Chennai,2021-03-02,290.3,2021
Kolkata,2021-03-02,92.9,2021
Bangalore,2021-03-02,328.8,2021
Delhi,2021-03-03,257.2,2021
Mumbai,2021-03-03,229.2,2021
Chennai,2021-03-03,364.2,2021
Kolkata,2021-03-03,397.1,2021
Bangalore,2021-03-03,172.9,2021
Delhi,2021-03-04,231.9,2021
Mumbai,2021-03-04,132.5,2021
Chennai,2021-03-04,83.2,2021
Kolkata,2021-03-04,141.3,2021
Bangalore,2021-03-04,270.3,2021
Delhi,2021-03-05,36.6,2021
Mumbai,2021-03-05,230.1,2021
Chennai,2021-03-05,98.4,2021
Kolkata,2021-03-05,300.5,2021
Bangalore,2021-03-05,262.3,2021
Delhi,2021-03-06,246.9,2021
Mumbai,2021-03-06,44.8,2021
Chennai,2021-03-06,490.3,2021
Kolkata,2021-03-06,276.4,2021
Bangalore,2021-03-06,130.3,2021
Delhi,2021-03-07,67.6,2021
Mumbai,2021-03-07,258.4,2021
Chennai,2021-03-07,465.1,2021
Kolkata,2021-03-07,398.0,2021
Bangalore,2021-03-07,478.0,2021
Delhi,2021-03-08,405.3,2021
Mumbai,2021-03-08,474.4,2021
Chennai,2021-03-08,314.5,2021
Kolkata,2021-03-08,158.4,2021
Bangalore,2021-03-08,170.9,2021
Delhi,2021-03-09,416.8,2021
Mumbai,2021-03-09,410.6,2021
Chennai,2021-03-09,120.1,2021
Kolkata,2021-03-09,174.7,2021
Bangalore,2021-03-09,491.5,2021
Delhi,2021-03-10,375.6,2021
Mumbai,2021-03-10,109.9,2021
Chennai,2021-03-10,405.7,2021
Kolkata,2021-03-10,436.1,2021
Bangalore,2021-03-10,246.5,2021
Delhi,2021-03-11,139.3,2021
Mumbai,2021-03-11,133.2,2021
Chennai,2021-03-11,87.6,2021
Kolkata,2021-03-11,23.3,2021
Bangalore,2021-03-11,8.3,2021
Delhi,2021-03-12,341.4,2021
Mumbai,2021-03-12,441.2,2021
Chennai,2021-03-12,300.1,2021
Kolkata,2021-03-12,277.2,2021
Bangalore,2021-03-12,324.5,2021
Delhi,2021-03-13,58.8,2021
Mumbai,2021-03-13,486.5,2021
Chennai,2021-03-13,313.9,2021
Kolkata,2021-03-13,193.2,2021
Bangalore,2021-03-13,425.8,2021
Delhi,2021-03-14,364.4,2021
Mumbai,2021-03-14,52.6,2021
Chennai,2021-03-14,487.6,2021
Kolkata,2021-03-14,488.0,2021
Bangalore,2021-03-14,461.1,2021
Delhi,2021-03-15,427.7,2021
Mumbai,2021-03-15,379.9,2021
Chennai,2021-03-15,474.6,2021
Kolkata,2021-03-15,317.4,2021
Bangalore,2021-03-15,240.8,2021
Delhi,2021-03-16,369.7,2021
Mumbai,2021-03-16,4.4,2021
Chennai,2021-03-16,494.2,2021
Kolkata,2021-03-16,73.7,2021
Bangalore,2021-03-16,0.8,2021
Delhi,2021-03-17,274.9,2021
Mumbai,2021-03-17,344.5,2021
Chennai,2021-03-17,63.1,2021
Kolkata,2021-03-17,88.9,2021
Bangalore,2021-03-17,133.5,2021
Delhi,2021-03-18,15.1,2021
Mumbai,2021-03-18,294.5,2021
Chennai,2021-03-18,329.0,2021
Kolkata,2021-03-18,77.9,2021
Bangalore,2021-03-18,176.2,2021
Delhi,2021-03-19,303.8,2021
Mumbai,2021-03-19,249.4,2021
Chennai,2021-03-19,225.5,2021
Kolkata,2021-03-19,160.9,2021
Bangalore,2021-03-19,448.6,2021
Delhi,2021-03-20,198.0,2021
Mumbai,2021-03-20,68.7,2021
Chennai,2021-03-20,115.5,2021
Kolkata,2021-03-20,104.8,2021
Bangalore,2021-03-20,356.9,2021
Delhi,2021-03-21,223.8,2021
Mumbai,2021-03-21,270.4,2021
Chennai,2021-03-21,222.7,2021
Kolkata,2021-03-21,360.4,2021
Bangalore,2021-03-21,491.2,2021
Delhi,2021-03-22,316.3,2021
Mumbai,2021-03-22,291.2,2021
Chennai,2021-03-22,399.3,2021
Kolkata,2021-03-22,123.3,2021
Bangalore,2021-03-22,299.6,2021
Delhi,2021-03-23,163.7,2021
Mumbai,2021-03-23,332.8,2021
Chennai,2021-03-23,205.4,2021
Kolkata,2021-03-23,259.7,2021
Bangalore,2021-03-23,278.0,2021
Delhi,2021-03-24,332.4,2021
Mumbai,2021-03-24,57.3,2021
Chennai,2021-03-24,497.2,2021
Kolkata,2021-03-24,60.5,2021
Bangalore,2021-03-24,119.6,2021
Delhi,2021-03-25,189.2,2021
Mumbai,2021-03-25,367.5,2021
Chennai,2021-03-25,482.1,2021
Kolkata,2021-03-25,223.1,2021
Bangalore,2021-03-25,387.4,2021
Delhi,2021-03-26,143.6,2021
Mumbai,2021-03-26,80.9,2021
Chennai,2021-03-26,395.0,2021
Kolkata,2021-03-26,113.9,2021
Bangalore,2021-03-26,220.3,2021
Delhi,2021-03-27,264.6,2021
Mumbai,2021-03-27,30.9,2021
Chennai,2021-03-27,443.4,2021
Kolkata,2021-03-27,438.6,2021
Bangalore,2021-03-27,454.2,2021
Delhi,2021-03-28,292.7,2021
Mumbai,2021-03-28,415.9,2021
Chennai,2021-03-28,389.3,2021
Kolkata,2021-03-28,219.6,2021
Bangalore,2021-03-28,328.4,2021
Delhi,2021-03-29,96.3,2021
Mumbai,2021-03-29,135.7,2021
Chennai,2021-03-29,184.5,2021
Kolkata,2021-03-29,297.8,2021
Bangalore,2021-03-29,177.6,2021
Delhi,2021-03-30,456.6,2021
Mumbai,2021-03-30,202.2,2021
Chennai,2021-03-30,260.2,2021
Kolkata,2021-03-30,283.9,2021
Bangalore,2021-03-30,94.2,2021
Delhi,2021-03-31,304.4,2021
Mumbai,2021-03-31,222.9,2021
Chennai,2021-03-31,73.3,2021
Kolkata,2021-03-31,197.2,2021
Bangalore,2021-03-31,280.2,2021
Delhi,2021-04-01,372.4,2021
Mumbai,2021-04-01,199.8,2021
Chennai,2021-04-01,334.4,2021
Kolkata,2021-04-01,147.4,2021
Bangalore,2021-04-01,185.0,2021
Delhi,2021-04-02,3.2,2021
Mumbai,2021-04-02,199.2,2021
Chennai,2021-04-02,40.0,2021
Kolkata,2021-04-02,181.9,2021
Bangalore,2021-04-02,146.5,2021
Delhi,2021-04-03,251.8,2021
Mumbai,2021-04-03,198.3,2021
Chennai,2021-04-03,372.0,2021
Kolkata,2021-04-03,162.4,2021
Bangalore,2021-04-03,310.6,2021
Delhi,2021-04-04,471.8,2021
Mumbai,2021-04-04,128.9,2021
Chennai,2021-04-04,232.5,2021
Kolkata,2021-04-04,292.5,2021
Bangalore,2021-04-04,165.0,2021
Delhi,2021-04-05,250.9,2021
Mumbai,2021-04-05,423.4,2021
Chennai,2021-04-05,50.9,2021
Kolkata,2021-04-05,99.9,2021
Bangalore,2021-04-05,491.9,2021
Delhi,2021-04-06,353.8,2021
Mumbai,2021-04-06,205.8,2021
Chennai,2021-04-06,475.5,2021
Kolkata,2021-04-06,332.8,2021
Bangalore,2021-04-06,472.9,2021
Delhi,2021-04-07,322.5,2021
Mumbai,2021-04-07,370.3,2021
Chennai,2021-04-07,233.8,2021
Kolkata,2021-04-07,202.0,2021
Bangalore,2021-04-07,299.4,2021
Delhi,2021-04-08,35.3,2021
Mumbai,2021-04-08,147.1,2021
Chennai,2021-04-08,124.4,2021
Kolkata,2021-04-08,246.6,2021
Bangalore,2021-04-08,386.6,2021
Delhi,2021-04-09,144.0,2021
Mumbai,2021-04-09,143.1,2021
Chennai,2021-04-09,60.6,2021
Kolkata,2021-04-09,56.1,2021
Bangalore,2021-04-09,209.9,2021
Delhi,2021-04-10,190.5,2021
Mumbai,2021-04-10,438.1,2021
Chennai,2021-04-10,320.9,2021
Kolkata,2021-04-10,458.7,2021
Bangalore,2021-04-10,458.4,2021
Delhi,2021-04-11,471.1,2021
Mumbai,2021-04-11,477.4,2021
Chennai,2021-04-11,137.0,2021
Kolkata,2021-04-11,365.6,2021
Bangalore,2021-04-11,131.9,2021
Delhi,2021-04-12,434.5,2021
Mumbai,2021-04-12,173.1,2021
Chennai,2021-04-12,491.0,2021
Kolkata,2021-04-12,270.8,2021
Bangalore,2021-04-12,152.3,2021
Delhi,2021-04-13,425.3,2021
Mumbai,2021-04-13,417.9,2021
Chennai,2021-04-13,253.8,2021
Kolkata,2021-04-13,180.3,2021
Bangalore,2021-04-13,364.3,2021
Delhi,2021-04-14,112.0,2021
Mumbai,2021-04-14,378.0,2021
Chennai,2021-04-14,192.8,2021
Kolkata,2021-04-14,166.9,2021
Bangalore,2021-04-14,381.3,2021
Delhi,2021-04-15,186.9,2021
Mumbai,2021-04-15,370.7,2021
Chennai,2021-04-15,184.0,2021
Kolkata,2021-04-15,343.4,2021
Bangalore,2021-04-15,186.1,2021
Delhi,2021-04-16,424.0,2021
Mumbai,2021-04-16,96.9,2021
Chennai,2021-04-16,416.7,2021
Kolkata,2021-04-16,350.4,2021
Bangalore,2021-04-16,244.4,2021
Delhi,2021-04-17,406.2,2021
Mumbai,2021-04-17,74.4,2021
Chennai,2021-04-17,112.8,2021
Kolkata,2021-04-17,447.0,2021
Bangalore,2021-04-17,281.6,2021
Delhi,2021-04-18,10.3,2021
Mumbai,2021-04-18,231.9,2021
Chennai,2021-04-18,164.3,2021
Kolkata,2021-04-18,135.7,2021
Bangalore,2021-04-18,244.3,2021
Delhi,2021-04-19,231.6,2021
Mumbai,2021-04-19,375.1,2021
Chennai,2021-04-19,324.7,2021
Kolkata,2021-04-19,364.0,2021
Bangalore,2021-04-19,376.4,2021
Delhi,2021-04-20,455.2,2021
Mumbai,2021-04-20,352.4,2021
Chennai,2021-04-20,28.6,2021
Kolkata,2021-04-20,136.9,2021
Bangalore,2021-04-20,218.2,2021
Delhi,2021-04-21,333.7,2021
Mumbai,2021-04-21,275.6,2021
Chennai,2021-04-21,363.9,2021
Kolkata,2021-04-21,159.7,2021
Bangalore,2021-04-21,147.0,2021
Delhi,2021-04-22,0.6,2021
Mumbai,2021-04-22,194.8,2021
Chennai,2021-04-22,369.4,2021
Kolkata,2021-04-22,403.9,2021
Bangalore,2021-04-22,243.7,2021
Delhi,2021-04-23,291.2,2021
Mumbai,2021-04-23,343.5,2021
Chennai,2021-04-23,451.7,2021
Kolkata,2021-04-23,145.3,2021
Bangalore,2021-04-23,82.3,2021
Delhi,2021-04-24,379.4,2021
Mumbai,2021-04-24,282.4,2021
Chennai,2021-04-24,319.7,2021
Kolkata,2021-04-24,192.9,2021
Bangalore,2021-04-24,478.0,2021
Delhi,2021-04-25,294.6,2021
Mumbai,2021-04-25,220.8,2021
Chennai,2021-04-25,358.1,2021
Kolkata,2021-04-25,110.2,2021
Bangalore,2021-04-25,49.1,2021
Delhi,2021-04-26,157.7,2021
Mumbai,2021-04-26,166.7,2021
Chennai,2021-04-26,257.5,2021
Kolkata,2021-04-26,139.8,2021
Bangalore,2021-04-26,183.5,2021
Delhi,2021-04-27,340.9,2021
Mumbai,2021-04-27,303.6,2021
Chennai,2021-04-27,442.9,2021
Kolkata,2021-04-27,183.1,2021
Bangalore,2021-04-27,51.6,2021
Delhi,2021-04-28,406.2,2021
Mumbai,2021-04-28,132.7,2021
Chennai,2021-04-28,2.7,2021
Kolkata,2021-04-28,335.8,2021
Bangalore,2021-04-28,445.2,2021
Delhi,2021-04-29,195.9,2021
Mumbai,2021-04-29,247.3,2021
Chennai,2021-04-29,389.2,2021
Kolkata,2021-04-29,334.2,2021
Bangalore,2021-04-29,50.1,2021
Delhi,2021-04-30,432.8,2021
Mumbai,2021-04-30,274.6,2021
Chennai,2021-04-30,225.6,2021
Kolkata,2021-04-30,433.4,2021
Bangalore,2021-04-30,87.9,2021
Delhi,2021-05-01,12.0,2021
Mumbai,2021-05-01,40.5,2021
Chennai,2021-05-01,356.8,2021
Kolkata,2021-05-01,160.3,2021
Bangalore,2021-05-01,49.4,2021
Delhi,2021-05-02,284.1,2021
Mumbai,2021-05-02,139.6,2021
Chennai,2021-05-02,40.3,2021
Kolkata,2021-05-02,326.9,2021
Bangalore,2021-05-02,193.7,2021
Delhi,2021-05-03,322.0,2021
Mumbai,2021-05-03,434.5,2021
Chennai,2021-05-03,261.3,2021
Kolkata,2021-05-03,384.2,2021
Bangalore,2021-05-03,385.6,2021
Delhi,2021-05-04,21.1,2021
Mumbai,2021-05-04,345.3,2021
Chennai,2021-05-04,124.8,2021
Kolkata,2021-05-04,150.9,2021
Bangalore,2021-05-04,235.9,2021
Delhi,2021-05-05,498.2,2021
Mumbai,2021-05-05,489.9,2021
Chennai,2021-05-05,345.4,2021
Kolkata,2021-05-05,3.2,2021
Bangalore,2021-05-05,286.2,2021
Delhi,2021-05-06,258.4,2021
Mumbai,2021-05-06,11.5,2021
Chennai,2021-05-06,193.3,2021
Kolkata,2021-05-06,223.9,2021
Bangalore,2021-05-06,166.7,2021
Delhi,2021-05-07,466.0,2021
Mumbai,2021-05-07,181.4,2021
Chennai,2021-05-07,200.3,2021
Kolkata,2021-05-07,70.6,2021
Bangalore,2021-05-07,237.8,2021
Delhi,2021-05-08,83.9,2021
Mumbai,2021-05-08,121.5,2021
Chennai,2021-05-08,213.6,2021
Kolkata,2021-05-08,313.0,2021
Bangalore,2021-05-08,252.4,2021
Delhi,2021-05-09,494.5,2021
Mumbai,2021-05-09,41.0,2021
Chennai,2021-05-09,190.1,2021
Kolkata,2021-05-09,120.9,2021
Bangalore,2021-05-09,187.9,2021
Delhi,2021-05-10,300.5,2021
Mumbai,2021-05-10,220.9,2021
Chennai,2021-05-10,396.1,2021
Kolkata,2021-05-10,191.8,2021
Bangalore,2021-05-10,3.3,2021
Delhi,2021-05-11,338.7,2021
Mumbai,2021-05-11,247.4,2021
Chennai,2021-05-11,108.3,2021
Kolkata,2021-05-11,65.5,2021
Bangalore,2021-05-11,498.1,2021
Delhi,2021-05-12,410.6,2021
Mumbai,2021-05-12,273.5,2021
Chennai,2021-05-12,401.5,2021
Kolkata,2021-05-12,187.8,2021
Bangalore,2021-05-12,134.1,2021
Delhi,2021-05-13,490.4,2021
Mumbai,2021-05-13,153.3,2021
Chennai,2021-05-13,473.2,2021
Kolkata,2021-05-13,462.1,2021
Bangalore,2021-05-13,488.6,2021
Delhi,2021-05-14,310.3,2021
Mumbai,2021-05-14,409.9,2021
Chennai,2021-05-14,61.7,2021
Kolkata,2021-05-14,77.6,2021
Bangalore,2021-05-14,263.4,2021
Delhi,2021-05-15,256.5,2021
Mumbai,2021-05-15,154.8,2021
Chennai,2021-05-15,406.7,2021
Kolkata,2021-05-15,482.3,2021
Bangalore,2021-05-15,493.9,2021
Delhi,2021-05-16,371.9,2021
Mumbai,2021-05-16,282.6,2021
Chennai,2021-05-16,402.4,2021
Kolkata,2021-05-16,269.3,2021
Bangalore,2021-05-16,142.9,2021
Delhi,2021-05-17,105.9,2021
Mumbai,2021-05-17,259.4,2021
Chennai,2021-05-17,109.0,2021
Kolkata,2021-05-17,235.1,2021
Bangalore,2021-05-17,107.1,2021
Delhi,2021-05-18,461.5,2021
Mumbai,2021-05-18,337.1,2021
Chennai,2021-05-18,336.6,2021
Kolkata,2021-05-18,65.9,2021
Bangalore,2021-05-18,90.8,2021
Delhi,2021-05-19,296.7,2021
Mumbai,2021-05-19,432.6,2021
Chennai,2021-05-19,379.3,2021
Kolkata,2021-05-19,438.8,2021
Bangalore,2021-05-19,107.3,2021
Delhi,2021-05-20,142.9,2021
Mumbai,2021-05-20,402.9,2021
Chennai,2021-05-20,134.3,2021
Kolkata,2021-05-20,393.2,2021
Bangalore,2021-05-20,176.9,2021
Delhi,2021-05-21,415.1,2021
Mumbai,2021-05-21,278.0,2021
Chennai,2021-05-21,274.2,2021
Kolkata,2021-05-21,158.8,2021
Bangalore,2021-05-21,471.1,2021
Delhi,2021-05-22,391.9,2021
Mumbai,2021-05-22,134.9,2021
Chennai,2021-05-22,384.5,2021
Kolkata,2021-05-22,479.8,2021
Bangalore,2021-05-22,297.6,2021
Delhi,2021-05-23,415.9,2021
Mumbai,2021-05-23,345.4,2021
Chennai,2021-05-23,219.1,2021
